ID,Skills,Salary
183, AI,6.56
183,Big Data,6.56
183,Reporting,6.56
183,Dashboard,6.56
183,Predictive,6.56
183,Google Sheet,6.56
183,Communication,6.56
183,Stakeholder,6.56
184,Excel,7.12
184, BI,7.12
184,Reporting,7.12
184,Communication,7.12
184,Management,7.12
185,,6.0
186,SQL,6.58
186,Excel,6.58
186,Tableau,6.58
186,Power BI,6.58
186, BI,6.58
186,Visual,6.58
186,Statistic,6.58
186,Dashboard,6.58
186,Predictive,6.58
186,Critical Thinking,6.58
186,Communication,6.58
186,Management,6.58
186,Metrics,6.58
187,SQL,4.78
187,Excel,4.78
187,Visual,4.78
187,Data Modeling,4.78
187,Reporting,4.78
187,Dashboard,4.78
187,Communication,4.78
187,Stakeholder,4.78
188,,5.0
189,Excel,5.0
189, AI,5.0
189,Communication,5.0
190,Excel,5.0
190, BI,5.0
190,Visual,5.0
190,Statistic,5.0
190,Big Data,5.0
190,Data Mining,5.0
190,Spark,5.0
190,Communication,5.0
190,Git,5.0
190,Storytelling,5.0
191,Visual,4.38
191,Statistic,4.38
191,Management,4.38
192,Visual,3.12
192,Statistic,3.12
192,Management,3.12
193,Visual,187.5
193,Statistic,187.5
193,Management,187.5
194,Excel,3.12
194, BI,3.12
194,Intelligence,3.12
194,Google Sheet,3.12
194,Management,3.12
194,Git,3.12
194,Strategy,3.12
195,Python,
195,Excel,
195,Statistic,
195,Cleaning,
195,Communication,
195,Management,
196,Excel,7.81
196,Cleaning,7.81
196,Communication,7.81
196,Management,7.81
196,KPI,7.81
197,SQL,
197,Python,
197,Excel,
197,Tableau,
197,Power BI,
197, BI,
197,Visual,
197,Statistic,
197,Reporting,
197,Dashboard,
197,Communication,
197,KPI,
197,Pandas,
198, BI,6.25
198,Statistic,6.25
198,Reporting,6.25
198,Google Analytics,6.25
198,Communication,6.25
198,Management,6.25
198,Metrics,6.25
198,Strategy,6.25
199,Excel,6.25
199, BI,6.25
199,Git,6.25
199,spreadsheet,6.25
200,Management,10.96
200,Strategy,10.96
