Date,Job_title,Job_type,Salary,Hours,Link,ID,Skills,Responsibilities,Qualifications
"Jan 24, 2026","['Data Analyst', 'Analyst', 'Entry', 'M&A']",Any,6.5,35,https://www.onlinejobs.ph/jobseekers/job/DATA-ANALYST-ENTRY-MA-TRANSACTIONS-1562807,67,"['Excel', 'Google Sheet', 'Communication', 'Management']","['analyze', 'clean', 'organize', 'build', 'automate', 'accuracy', 'validation']","['experience', 'project', 'entry', 'internet connection']"
"Jan 23, 2026","['STR', 'Construction', 'Data Analyst', 'Business', 'Analyst', 'Pricing']",Part Time,1.88,12,https://www.onlinejobs.ph/jobseekers/job/Pricing-Estimating-Systems-EngineerData-Analyst-for-Small-Construction-Business-1561744,68,"['Python', 'Excel', 'Visual', ' AI', 'Reporting', 'Google Sheet', 'Communication', 'KPI', 'Strategy']","['report', 'insights', 'clean', 'organize', 'track', 'KPI', 'build', 'accuracy', 'visual', 'document']","['experience', 'project', 'entry']"
"Jan 18, 2026","['Data Analyst', 'Analyst', 'Revenue', 'KPI']",Part Time,8.0,20,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Revenue-Optimization-KPI-Tracking-1557588,69,"['Excel', 'Visual', 'Dashboard', 'Google Sheet', 'Management', 'KPI', 'Metrics']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'monitor', 'track', 'KPI', 'analysis', 'visual', 'communicate', 'metrics', 'forecast', 'trends']","['experience', 'portfolio']"
"Jan 18, 2026","['Analyst', 'Ecommerce', 'Reporting']",Part Time,7.5,15,https://www.onlinejobs.ph/jobseekers/job/Ecommerce-Data-Reporting-Analyst-1557289,70,"['SQL', 'Excel', ' BI', 'Visual', 'Reporting', 'Dashboard', 'Google Sheet', 'Google Analytics', 'Looker', 'Communication', 'Management', 'Metrics']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'decision-making', 'clean', 'monitor', 'track', 'build', 'analysis', 'visual', 'metrics', 'document', 'forecast', 'trends']","['experience', 'portfolio']"
"Jan 17, 2026","['E-commerce', 'Finance', 'Power BI', 'Senior', 'BI', 'Power BI', 'CFO']",Full Time,4.69,35,https://www.onlinejobs.ph/jobseekers/job/Senior-Power-BI-Developer-Finance-E-commerce-CFO-Driven-Environment-1556959,71,"['SQL', 'Excel', 'Power BI', ' BI', 'ETL', 'Data Modeling', 'Reporting', 'Dashboard', 'Governance', 'KPI', 'Metrics', 'Pipeline']","['report', 'dashboards', 'KPI', 'build', 'accuracy', 'metrics', 'query']","['experience', 'portfolio', 'project', 'mid', 'senior']"
"Jan 10, 2026","['PPC', 'Analyst', 'Performance', 'PPC']",Full Time,4.06,40,https://www.onlinejobs.ph/jobseekers/job/PPC-Data-Performance-Analyst-1551312,72,"['Reporting', 'Dashboard', 'Metrics']","['report', 'dashboards', 'trends', 'track', 'accuracy', 'metrics', 'trends']",[]
"Jan 9, 2026","['Marketing', 'Market']",Full Time,8.0,8,https://www.onlinejobs.ph/jobseekers/job/Marketing-Executive-Ad-Creator-Wanted-Singapore-Company-1550217,73,"[' BI', ' AI', 'Communication', 'Storytelling', 'Strategy']","['trends', 'insights', 'collaborate', 'clean', 'analysis', 'trends']","['experience', 'portfolio', 'project']"
"Jan 9, 2026","['Data Analyst', 'Analyst']",Any,13.16,30,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Presentation-Maker-1549383,74,"[' AI', 'Reporting', 'Dashboard', 'Metrics', 'Pipeline']","['report', 'present', 'findings', 'build', 'metrics']",[]
"Jan 6, 2026","['Procurement', 'Specialist']",Full Time,6.25,40,https://www.onlinejobs.ph/jobseekers/job/ProcurementPurchasing-Specialist-MUST-be-based-in-Davao-1067742,75,[],"['analyze', 'report', 'monitor', 'track', 'solve']",['experience']
"Jan 2, 2026","['Data Analyst', 'Analyst', 'Operations', 'Operations']",Full Time,7.81,40,https://www.onlinejobs.ph/jobseekers/job/Sales-Operations-Data-Analyst-1543889,76,"['Reporting', 'Dashboard', 'Google Sheet', 'KPI', 'Pipeline']","['report', 'dashboards', 'trends', 'insights', 'clean', 'track', 'KPI', 'build', 'accuracy', 'communicate', 'validation', 'query', 'forecast', 'trends']",['experience']
"Dec 30, 2025",['Performance'],Full Time,137.5,40,https://www.onlinejobs.ph/jobseekers/job/TRACKING-VA-Data-Analytics-Performance-Monitoring-1543253,77,"['Excel', 'Tableau', ' BI', 'Reporting', 'Dashboard', 'Google Sheet', 'Looker', 'Problem Solving', 'Communication', 'Management', 'Metrics', 'Pipeline', 'Strategy']","['report', 'dashboards', 'trends', 'insights', 'decision-making', 'monitor', 'track', 'accuracy', 'analysis', 'solve', 'communicate', 'metrics', 'validation', 'load', 'query', 'trends']","['education', 'experience', 'entry', 'senior']"
"Dec 30, 2025","['Data Analyst', 'Analyst']",Part Time,7.5,15,https://www.onlinejobs.ph/jobseekers/job/Data-AnalystPalawan-Island-1441482,78,"['Data Modeling', 'Predictive']","['analyze', 'insights', 'organize', 'analysis']",['project']
"Dec 22, 2025","['Research', 'Operations', 'Specialist', 'Operations']",Part Time,6.03,20,https://www.onlinejobs.ph/jobseekers/job/Research-AI-Data-Operations-Specialist-1539265,79,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Statistic', 'Machine Learning', ' AI', 'Cleaning', 'Data Modeling', 'Communication', 'Metrics', 'Pipeline', 'Pandas']","['report', 'insights', 'collaborate', 'clean', 'organize', 'findings', 'build', 'interpret', 'automate', 'accuracy', 'datasets', 'analysis', 'visual', 'metrics', 'document']","['education', 'engineering', 'experience']"
"Dec 17, 2025","['Data Analyst', 'Analyst', 'Specialist', 'BI', 'Automation']",Any,7.81,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Excel-Automation-BI-Specialist-1536910,80,"['SQL', 'Python', 'Excel', 'Power BI', ' BI', 'Visual', 'Statistic', 'ETL', 'Data Modeling', 'Intelligence', 'Reporting', 'Dashboard', 'Communication', 'Stakeholder', 'Pipeline', 'Azure', 'Pandas', 'NumPy']","['report', 'dashboards', 'insights', 'collaborate', 'clean', 'build', 'automate', 'datasets', 'visual', 'validation', 'stakeholders', 'extract', 'transform', 'query', 'document']","['data science', 'experience']"
"Dec 10, 2025","['Data Scientist', 'Analyst']",Full Time,,TBD,https://www.onlinejobs.ph/jobseekers/job/Data-ScientistAnalyst-1532190,81,"['SQL', 'Python', 'Statistic', 'Machine Learning', 'Reporting', 'Communication', 'Pipeline', 'Git']","['report', 'interpret', 'analysis', 'extract']","['engineering', 'data science', 'experience', 'portfolio']"
"Dec 9, 2025","['Data Analyst', 'Business', 'Analyst']",Full Time,6.25,38,https://www.onlinejobs.ph/jobseekers/job/Business-Data-Analyst-1517834,82,"['SQL', 'Python', 'Excel', 'Visual', 'Statistic', 'Cleaning', 'Reporting', 'Dashboard', 'Predictive', 'Communication', 'Stakeholder', 'Management', 'spreadsheet']","['analyze', 'report', 'dashboards', 'insights', 'decision-making', 'collaborate', 'clean', 'present', 'track', 'build', 'datasets', 'analysis', 'visual', 'validation', 'stakeholders', 'transform', 'document']","['experience', 'excellent communication skills', 'project']"
"Dec 4, 2025","['Data Analyst', 'Senior', 'Analyst']",Gig,3.12,30,https://www.onlinejobs.ph/jobseekers/job/Senior-Data-Analyst-1527476,83,"['SQL', ' BI', 'Visual', 'ETL', 'Reporting', 'Dashboard', 'Google Analytics', 'Pipeline', 'Warehouse', 'Git', 'Strategy']","['report', 'dashboards', 'insights', 'track', 'build', 'visual']","['engineering', 'experience', 'senior']"
"Dec 1, 2025","['Data Analyst', 'Analyst']",Gig,6.25,20,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1525075,84,"['SQL', ' BI', 'Visual', 'ETL', 'Reporting', 'Dashboard', 'Google Analytics', 'Pipeline', 'Warehouse', 'Git']","['report', 'dashboards', 'insights', 'track', 'build', 'interpret', 'visual']","['engineering', 'experience']"
"Nov 24, 2025","['Data Analyst', 'Senior', 'Analyst', 'Financial', 'BI', 'FP&A']",Full Time,5.62,40,https://www.onlinejobs.ph/jobseekers/job/Senior-Financial-Data-Analyst-FPA-BI-Dashboard-1520321,85,"['SQL', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Reporting', 'Dashboard', 'Google Sheet', 'Communication', 'KPI']","['analyze', 'report', 'dashboards', 'insights', 'decision-making', 'clean', 'present', 'KPI', 'build', 'automate', 'analysis', 'visual', 'transform', 'forecast']","['experience', 'senior']"
"Nov 23, 2025","['Data Analyst', 'Analyst']",Full Time,2.19,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1501049,86,"['Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Statistic', 'Reporting', 'Communication', 'Management']","['analyze', 'report', 'insights', 'organize', 'present', 'interpret', 'accuracy', 'analysis', 'visual', 'extract', 'document']",['experience']
"Nov 21, 2025","['Marketing', 'Lead Gen', 'Market']",Any,5.0,40,https://www.onlinejobs.ph/jobseekers/job/Growth-Marketing-Assistant-Lead-Gen-Ads-Socials-1394125,87,"['Excel', ' AI', 'ETL', 'Reporting', 'Communication', 'Management', 'Git']","['report', 'collaborate', 'monitor', 'present', 'build', 'automate', 'extract', 'transform', 'load', 'document']","['experience', 'entry']"
"Nov 21, 2025","['Analyst', 'Intelligence']",Full Time,2.5,TBD,https://www.onlinejobs.ph/jobseekers/job/Lead-Data-Acquisition-Intelligence-Analyst-1518874,88,"['SQL', 'Python', 'Intelligence', 'Predictive', 'Pipeline', 'AWS', 'GCP', 'Pandas', 'Strategy']","['analyze', 'report', 'trends', 'insights', 'collaborate', 'present', 'build', 'automate', 'accuracy', 'analysis', 'extract', 'document', 'trends']","['experience', 'project']"
"Nov 20, 2025",['BI'],Part Time,,20,https://www.onlinejobs.ph/jobseekers/job/PowerBi-Developer-1518427,89,"['SQL', 'Excel', 'Power BI', ' BI', 'Visual', 'Data Modeling', 'Intelligence', 'Dashboard', 'Snowflake', 'Communication', 'Stakeholder']","['report', 'dashboards', 'clean', 'findings', 'gather requirements', 'automate', 'analysis', 'visual', 'communicate', 'stakeholders', 'transform', 'query']","['experience', 'certifications', 'Microsoft Certified']"
"Nov 18, 2025",['Automation'],Any,7.5,40,https://www.onlinejobs.ph/jobseekers/job/Automation-system-engineer-1516250,90,"['SQL', 'Python', 'Excel', 'Power BI', ' BI', 'ETL', 'Data Modeling', 'Intelligence', 'Reporting', 'Dashboard', 'Communication', 'Management', 'Governance', 'Metrics', 'Pandas', 'NumPy']","['report', 'dashboards', 'clean', 'organize', 'track', 'build', 'automate', 'datasets', 'analysis', 'solve', 'metrics', 'validation', 'extract', 'transform', 'query', 'document']","['certificate', 'experience', 'entry']"
"Nov 14, 2025","['STR', 'Analyst', 'Revenue']",Any,5.0,TBD,https://www.onlinejobs.ph/jobseekers/job/Listing-and-Revenue-Analyst-Short-Term-Rental-STR-1513812,91,"['Excel', ' AI', 'Cleaning', 'Reporting', 'Dashboard', 'Google Sheet', 'Management', 'KPI', 'Strategy']","['report', 'dashboards', 'trends', 'insights', 'clean', 'organize', 'monitor', 'present', 'track', 'KPI', 'build', 'accuracy', 'datasets', 'analysis', 'transform', 'load', 'trends']","['experience', 'entry']"
"Nov 6, 2025","['Data Analyst', 'Analyst']",Full Time,2.5,48,https://www.onlinejobs.ph/jobseekers/job/Full-Time-High-Level-Data-Analyst-1507702,92,"['Excel', ' AI', 'Communication']","['trends', 'clean', 'monitor', 'present', 'communicate', 'trends']","['experience', 'excellent communication skills', 'portfolio']"
"Oct 20, 2025","['API', 'Junior', 'Business', 'Analyst', 'Technical']",Full Time,3.0,TBD,https://www.onlinejobs.ph/jobseekers/job/Junior-Technical-Business-Analyst-API-Data-Aggregation-1494659,93,"['SQL', 'Data Modeling', 'Communication']","['analyze', 'collaborate', 'analysis', 'validation', 'document']","['experience', 'entry']"
"Oct 15, 2025","['E-commerce', 'Marketing', 'Advertising', 'Data Analyst', 'Analyst', 'Market']",Full Time,3.0,50,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-for-Marketing-and-Advertising-E-commerce-1279231,94,"['A/B', 'Google Analytics', 'Communication', 'Metrics', 'Git']","['analyze', 'report', 'trends', 'metrics', 'trends']","['experience', 'project']"
"Oct 15, 2025","['Marketing', 'Digital Marketing', 'Data Analyst', 'Analyst', 'Market', 'Manager']",Full Time,,50,https://www.onlinejobs.ph/jobseekers/job/Data-AnalystDigital-Marketing-Manager-1279232,95,"['SQL', 'Python', 'Excel', 'Tableau', 'Reporting', 'Dashboard', 'Google Sheet', 'Google Analytics', 'Communication', 'Management', 'Git']","['analyze', 'report', 'dashboards', 'insights', 'present', 'analysis']",['experience']
"Oct 15, 2025","['E-commerce', 'Marketing', 'Advertising', 'Data Analyst', 'Analyst', 'Market']",Any,10.0,60,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-for-Marketing-and-Advertising-E-commerce-1290172,96,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Statistic', 'Dashboard', 'A/B', 'Predictive', 'Communication', 'Stakeholder', 'Metrics', 'Git']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'monitor', 'present', 'findings', 'interpret', 'analysis', 'metrics', 'stakeholders', 'forecast', 'trends']","['data science', 'experience']"
"Oct 8, 2025","['Data Analyst', 'Analyst']",Full Time,5.0,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1486802,97,"['SQL', 'Excel', 'Reporting', 'Management', 'Strategy']","['report', 'trends', 'insights', 'collaborate', 'build', 'analysis', 'trends']","['education', 'experience', 'portfolio', 'project']"
"Oct 8, 2025","['Power BI', 'Data Analyst', 'Analyst', 'BI', 'Power BI']",Part Time,10.0,20,https://www.onlinejobs.ph/jobseekers/job/Power-BI-Developer-Data-Analyst-1486171,98,"['SQL', 'Excel', 'Power BI', ' BI', 'Visual', ' AI', 'Data Modeling', 'Dashboard', 'Communication', 'Stakeholder', 'KPI', 'Azure', 'Git', 'Storytelling']","['report', 'dashboards', 'trends', 'insights', 'clean', 'track', 'KPI', 'build', 'accuracy', 'visual', 'stakeholders', 'transform', 'load', 'query', 'document', 'trends']","['experience', 'portfolio', 'project']"
"Oct 5, 2025","['book', 'Bookkeeping', 'Data Analyst', 'Analyst']",Full Time,2.63,30,https://www.onlinejobs.ph/jobseekers/job/Bookkeeping-Data-Analyst-and-Executive-Assistant-1484051,99,"['Excel', 'Reporting', 'Communication', 'Management', 'Metrics', 'spreadsheet']","['report', 'trends', 'track', 'build', 'analysis', 'metrics', 'validation', 'query', 'forecast', 'trends']",['experience']
"Oct 3, 2025","['STR', 'Virtual Assistant']",Full Time,4.39,40,https://www.onlinejobs.ph/jobseekers/job/Recruitment-Administrator-Virtual-Assistant-Cebu-City-1483470,100,"['Excel', ' BI', 'Communication', 'Management']","['clean', 'monitor', 'track', 'build', 'datasets', 'transform', 'load', 'document']","['experience', 'project']"
"Sep 25, 2025","['Marketing', 'Analyst', 'Market', 'Research']",Full Time,,40,https://www.onlinejobs.ph/jobseekers/job/Full-time-Marketing-Data-Research-Analyst-Paid-Trial-This-Weekend-Fast-Hire-1477373,101,['Intelligence'],"['analyze', 'build']",['project']
"Sep 22, 2025",[],Full Time,10.0,30,https://www.onlinejobs.ph/jobseekers/job/data-computer-science-majors-only-1475463,102,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Cleaning', 'Reporting', 'Dashboard', 'Google Sheet', 'Pandas', 'NumPy', 'Matplotlib', 'Jupyter']","['report', 'dashboards', 'insights', 'clean', 'datasets', 'analysis', 'visual', 'extract', 'transform']","['portfolio', 'project']"
"Sep 19, 2025","['Data Analyst', 'Analyst', 'Technical']",Part Time,4.69,20,https://www.onlinejobs.ph/jobseekers/job/Technical-Data-Analyst-1473642,103,[' BI'],"['analyze', 'insights', 'track', 'build', 'automate', 'query']",['experience']
"Sep 18, 2025","['Data Analyst', 'Analyst', 'Insurance']",Full Time,6.25,50,https://www.onlinejobs.ph/jobseekers/job/Insurance-Data-Analyst-1472471,104,"['SQL', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Cleaning', 'Reporting', 'Dashboard', 'Google Sheet', 'Looker']","['report', 'dashboards', 'decision-making', 'clean', 'track', 'build', 'accuracy', 'analysis', 'visual', 'validation']","['experience', 'portfolio']"
"Sep 16, 2025","['GoHighLevel', 'HighLevel', 'AgencyAnalytics', 'Data Analyst', 'Analyst', 'Reporting', 'Specialist', 'KPI']",Full Time,,40,https://www.onlinejobs.ph/jobseekers/job/KPI-Data-Analyst-Reporting-Specialist-AgencyAnalytics-GoHighLevel-1471176,105,"[' BI', 'Reporting', 'Dashboard', 'Google Sheet', 'Looker', 'KPI', 'Metrics', 'Pipeline']","['report', 'dashboards', 'insights', 'track', 'KPI', 'accuracy', 'metrics']",[]
"Sep 10, 2025","['Amazon', 'Data Analyst', 'Analyst', 'Specialist', 'Insights']",Part Time,4.66,TBD,https://www.onlinejobs.ph/jobseekers/job/Amazon-Data-Analyst-Insights-Specialist-1466537,106,"['Excel', ' AI', 'Reporting', 'Google Sheet', 'Critical Thinking', 'Communication', 'Management', 'Metrics', 'Strategy', 'spreadsheet']","['report', 'insights', 'decision-making', 'present', 'track', 'interpret', 'analysis', 'communicate', 'metrics', 'document']","['experience', 'mid', 'senior']"
"Sep 9, 2025","['Design', 'graphic', 'email']",Full Time,5.0,40,https://www.onlinejobs.ph/jobseekers/job/Email-Graphic-Designer-1465920,107,"['Excel', 'Visual', 'Communication']","['trends', 'track', 'build', 'visual', 'trends']","['experience', 'portfolio']"
"Sep 8, 2025","['Data Analyst', 'Analyst', 'Ecommerce']",Full Time,4.0,40,https://www.onlinejobs.ph/jobseekers/job/Ecommerce-Data-Analyst-1465046,108,"['SQL', 'Python', 'Excel', 'Cleaning', 'ETL', 'Google Sheet', 'Communication', 'Pipeline', 'spreadsheet']","['collaborate', 'clean', 'build', 'automate', 'datasets', 'extract', 'transform', 'load']","['engineering', 'experience']"
"Sep 4, 2025",['Media Buyer'],Part Time,4.39,TBD,https://www.onlinejobs.ph/jobseekers/job/Media-Buyer-1209624,109,"['Reporting', 'Google Sheet', 'spreadsheet']","['report', 'load']","['experience', 'entry']"
"Aug 27, 2025","['Real Estate', 'Data Analyst', 'Analyst', 'Real Estate']",Full Time,6.25,40,https://www.onlinejobs.ph/jobseekers/job/Real-Estate-Data-Analyst-1456437,110,"['Excel', 'Reporting', 'Dashboard', 'Google Sheet', 'Management', 'spreadsheet']","['report', 'dashboards', 'trends', 'insights', 'collaborate', 'organize', 'track', 'build', 'analysis', 'trends']","['engineering', 'economics', 'experience', 'entry', 'senior']"
"Aug 21, 2025",[],Full Time,10.5,TBD,https://www.onlinejobs.ph/jobseekers/job/Data-Analayst-1451100,111,"['Excel', ' BI', ' AI', 'KPI', 'Metrics', 'Strategy', 'spreadsheet']","['analyze', 'report', 'collaborate', 'organize', 'monitor', 'track', 'KPI', 'build', 'accuracy', 'analysis', 'metrics', 'document']","['experience', 'project']"
"Aug 20, 2025","['Data Analyst', 'Analyst']",Any,9.38,TBD,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-with-Database-Platform-Expertise-1449678,112,"['SQL', 'Excel', ' BI', 'Reporting', 'Google Sheet', 'Management']","['report', 'accuracy', 'datasets', 'analysis', 'validation', 'extract', 'query']","['experience', 'project']"
"Aug 12, 2025","['Google Tag Manager', 'Data Analyst', 'Senior', 'Analyst', 'Specialist', 'Manager']",Full Time,10.94,40,https://www.onlinejobs.ph/jobseekers/job/Senior-Google-Tag-Manager-Data-Analyst-Specialist-1320219,113,"['Excel', ' BI', 'Visual', ' AI', 'Reporting', 'Dashboard', 'Google Sheet', 'Google Analytics', 'Management', 'Git', 'Strategy']","['report', 'trends', 'insights', 'track', 'build', 'automate', 'accuracy', 'analysis', 'visual', 'solve', 'transform', 'trends']","['experience', 'mid', 'senior']"
"Jul 17, 2025","['GA4', 'Data Analyst', 'Analyst']",Full Time,6.25,TBD,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-GA4-Expert-1419431,114,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Statistic', 'Machine Learning', 'ETL', 'Data Modeling', 'Intelligence', 'Reporting', 'Dashboard', 'A/B', 'Predictive', 'Google Analytics', 'Looker', 'Communication', 'Stakeholder', 'KPI', 'Metrics', 'Warehouse', 'Azure', 'AWS', 'Git', 'Strategy']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'present', 'findings', 'track', 'KPI', 'build', 'interpret', 'automate', 'accuracy', 'analysis', 'visual', 'metrics', 'stakeholders', 'extract', 'transform', 'query', 'forecast', 'trends']","['mathematics', 'computer science', 'data science', 'experience', 'excellent communication skills', 'portfolio', 'project', 'internet connection']"
"Jul 17, 2025","['Marketing', 'Data Analyst', 'Analyst', 'Market']",Full Time,21.93,40,https://www.onlinejobs.ph/jobseekers/job/Marketing-Data-Analyst-1424710,115,"['Excel', ' BI', 'Visual', 'Reporting', 'Google Sheet', 'Google Analytics', 'Looker', 'Communication', 'Metrics', 'Git', 'Strategy']","['analyze', 'report', 'trends', 'insights', 'clean', 'organize', 'visual', 'metrics', 'extract', 'trends']","['experience', 'internet connection']"
"Jul 14, 2025","['SEO', 'SEO']",Any,6.5,40,https://www.onlinejobs.ph/jobseekers/job/SEO-Webflow-Expert-1105824,116,['Critical Thinking'],['build'],['portfolio']
"Jul 14, 2025","['Dental', 'Analyst', 'Revenue']",Any,5.0,20,https://www.onlinejobs.ph/jobseekers/job/Dental-Data-Revenue-Analyst-1421904,117,"['Excel', 'Reporting', 'Dashboard', 'Google Sheet', 'Communication', 'Management']","['report', 'dashboards', 'trends', 'monitor', 'findings', 'track', 'accuracy', 'trends']","['experience', 'entry']"
"Jul 13, 2025","['Data Analyst', 'Analyst', 'Medical']",Any,6.09,20,https://www.onlinejobs.ph/jobseekers/job/Medical-Data-Analyst-1421374,118,"[' BI', 'Statistic', ' AI']","['report', 'interpret', 'accuracy', 'document']",['experience']
"Jul 3, 2025","['Finance', 'Data Analyst', 'Analyst', 'Operations', 'Operations']",Full Time,6.88,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-and-Personal-Assistant-to-Head-of-Finance-and-Operations-1393898,119,"['Excel', 'Reporting', 'Google Sheet', 'Communication', 'Management', 'Metrics', 'Strategy', 'spreadsheet']","['report', 'insights', 'present', 'track', 'interpret', 'accuracy', 'analysis', 'metrics', 'extract', 'document']","['experience', 'project', 'entry', 'internet connection']"
"Jul 3, 2025",['Fractional'],Part Time,,15,https://www.onlinejobs.ph/jobseekers/job/Fractional-Accountant-1413209,120,"[' BI', 'Dashboard', 'Google Sheet', 'Metrics', 'Git']","['analyze', 'report', 'clean', 'organize', 'track', 'build', 'interpret', 'communicate', 'metrics', 'extract']",['experience']
"Jul 2, 2025","['Analyst', 'Labeling ']",Full Time,,40,https://www.onlinejobs.ph/jobseekers/job/HIRING-Data-Labeling-Analyst-Remote-2040-hrsweek-Long-Term-Work-1411692,121,"['Excel', 'Machine Learning', ' AI', 'Google Sheet', 'Communication', 'spreadsheet']","['build', 'accuracy', 'datasets', 'communicate', 'document']","['engineering', 'experience']"
"Jul 1, 2025","['Analyst', 'Annotation']",Full Time,3.12,40,https://www.onlinejobs.ph/jobseekers/job/HIRING-Data-Annotation-Analyst-Remote-2040-hrsweek-Long-Term-Work-1411867,122,"['Excel', 'Machine Learning', ' AI', 'Google Sheet', 'Communication', 'spreadsheet']","['build', 'accuracy', 'datasets', 'communicate', 'document']","['engineering', 'experience']"
"Jun 18, 2025","['Marketing', 'Market']",Gig,11.24,10,https://www.onlinejobs.ph/jobseekers/job/Data-and-Marketing-analysis-1402796,123,"['Python', 'Excel', ' AI', 'Pandas']","['insights', 'clean', 'extract', 'transform', 'document']","['experience', 'project']"
"Jun 16, 2025","['User Acquisition', 'Data Analyst', 'Analyst']",Full Time,8.22,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-User-Acquisition-ASEAN-1400715,124,"['SQL', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Reporting', 'Dashboard', 'A/B', 'Google Sheet', 'Looker', 'Communication', 'Stakeholder', 'KPI', 'Metrics', 'Git', 'Strategy']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'monitor', 'present', 'findings', 'track', 'KPI', 'analysis', 'visual', 'metrics', 'stakeholders', 'document', 'trends']","['education', 'experience', 'internship', 'senior']"
"Jun 10, 2025","['Data Analyst', 'Analyst']",Full Time,8.22,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1396678,125,"['Excel', 'Power BI', ' BI', 'Visual', 'Reporting', 'Dashboard', 'Communication', 'Metrics', 'Pipeline']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'decision-making', 'collaborate', 'clean', 'organize', 'build', 'accuracy', 'datasets', 'analysis', 'visual', 'metrics', 'extract', 'transform', 'query', 'trends']","['experience', 'portfolio']"
"Jun 10, 2025","['Data Analyst', 'Analyst']",Full Time,5.0,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1386428,126,"['Excel', 'Power BI', ' BI', 'Visual', 'Reporting', 'Dashboard', 'Communication', 'Metrics', 'Pipeline']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'decision-making', 'collaborate', 'clean', 'organize', 'build', 'accuracy', 'datasets', 'analysis', 'visual', 'metrics', 'extract', 'transform', 'query', 'trends']","['experience', 'portfolio']"
"Jun 7, 2025","['Amazon', 'Amazon FBA', 'PPC', 'Analyst', 'PPC']",Part Time,4.69,10,https://www.onlinejobs.ph/jobseekers/job/Amazon-FBA-PPC-Analyst-5-Years-Experience-Required-Profit-PPC-Optimization-1394807,127,"['Excel', 'Reporting', 'Dashboard', 'Google Sheet', 'Communication']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'decision-making', 'present', 'interpret', 'analysis', 'trends']","['experience', 'entry']"
"Jun 2, 2025","['PPC', 'Specialist', 'PPC']",Full Time,5.62,40,https://www.onlinejobs.ph/jobseekers/job/PPC-Specialist-1390310,128,"['Excel', 'Tableau', ' BI', 'Statistic', 'A/B', 'Google Analytics', 'Communication', 'Management']","['report', 'trends', 'insights', 'monitor', 'track', 'analysis', 'trends']","['experience', 'excellent communication skills', 'portfolio']"
"May 29, 2025","['E-commerce', 'Marketing', 'Data Analyst', 'Analyst', 'Market', 'Reporting', 'Specialist']",Part Time,,24,https://www.onlinejobs.ph/jobseekers/job/Part-Time-E-commerce-Data-Analyst-Marketing-Analytics-Reporting-Specialist-1387805,129,"['Visual', ' AI', 'Reporting', 'Google Sheet', 'Looker']","['report', 'analysis', 'visual', 'communicate']",['experience']
"May 27, 2025","['Data Analyst', 'Analyst', 'Research', 'Associate']",Any,7.68,TBD,https://www.onlinejobs.ph/jobseekers/job/DATA-ANALYSTRESEARCH-ASSOCIATE-1367287,130,"['Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', ' AI', 'Reporting', 'Dashboard', 'Predictive', 'Looker', 'KPI']","['analyze', 'report', 'dashboards', 'insights', 'collaborate', 'clean', 'KPI', 'interpret', 'datasets', 'analysis', 'visual', 'transform', 'load', 'document']","[""master's degree"", 'data science', 'experience', 'portfolio', 'project', 'internet connection']"
