ID,Responsibilities,Salary
168,analyze,18.75
168,report,18.75
168,insights,18.75
168,collaborate,18.75
168,build,18.75
168,interpret,18.75
168,datasets,18.75
168,analysis,18.75
168,document,18.75
169,analyze,10.0
169,report,10.0
169,trends,10.0
169,present,10.0
169,build,10.0
169,interpret,10.0
169,analysis,10.0
169,visual,10.0
169,extract,10.0
169,load,10.0
169,trends,10.0
170,analyze,6.25
170,report,6.25
170,dashboards,6.25
170,trends,6.25
170,insights,6.25
170,clean,6.25
170,findings,6.25
170,accuracy,6.25
170,analysis,6.25
170,visual,6.25
170,extract,6.25
170,transform,6.25
170,load,6.25
170,forecast,6.25
170,trends,6.25
171,analyze,6.25
171,build,6.25
171,datasets,6.25
171,analysis,6.25
171,document,6.25
172,analyze,8.38
172,build,8.38
172,datasets,8.38
172,analysis,8.38
172,document,8.38
173,,6.25
174,analyze,5.0
174,report,5.0
174,insights,5.0
174,track,5.0
174,analysis,5.0
174,communicate,5.0
174,metrics,5.0
175,analyze,
175,report,
175,dashboards,
175,trends,
175,insights,
175,decision-making,
175,present,
175,interpret,
175,datasets,
175,analysis,
175,visual,
175,communicate,
175,metrics,
175,stakeholders,
175,trends,
176,analyze,6.25
176,report,6.25
176,trends,6.25
176,insights,6.25
176,decision-making,6.25
176,collaborate,6.25
176,monitor,6.25
176,present,6.25
176,KPI,6.25
176,interpret,6.25
176,analysis,6.25
176,stakeholders,6.25
176,trends,6.25
177,report,6.25
177,dashboards,6.25
177,insights,6.25
177,decision-making,6.25
177,collaborate,6.25
177,monitor,6.25
177,automate,6.25
177,analysis,6.25
177,visual,6.25
177,metrics,6.25
177,extract,6.25
178,report,6.25
178,dashboards,6.25
178,insights,6.25
178,decision-making,6.25
178,collaborate,6.25
178,monitor,6.25
178,automate,6.25
178,analysis,6.25
178,visual,6.25
178,metrics,6.25
178,extract,6.25
179,report,
179,dashboards,
179,insights,
179,decision-making,
179,collaborate,
179,monitor,
179,automate,
179,analysis,
179,visual,
179,metrics,
179,extract,
180,report,6.25
180,dashboards,6.25
180,insights,6.25
180,present,6.25
180,track,6.25
180,datasets,6.25
180,analysis,6.25
180,visual,6.25
180,metrics,6.25
180,stakeholders,6.25
180,extract,6.25
181,automate,6.25
181,metrics,6.25
181,load,6.25
182,automate,
182,metrics,
182,load,
183,analyze,6.56
183,report,6.56
183,dashboards,6.56
183,trends,6.56
183,insights,6.56
183,collaborate,6.56
183,clean,6.56
183,monitor,6.56
183,present,6.56
183,findings,6.56
183,track,6.56
183,interpret,6.56
183,accuracy,6.56
183,datasets,6.56
183,analysis,6.56
183,visual,6.56
183,solve,6.56
183,stakeholders,6.56
183,extract,6.56
183,query,6.56
183,forecast,6.56
183,trends,6.56
184,report,7.12
184,organize,7.12
184,monitor,7.12
184,analysis,7.12
185,build,6.0
185,accuracy,6.0
185,communicate,6.0
186,analyze,6.58
186,report,6.58
186,dashboards,6.58
186,trends,6.58
186,insights,6.58
186,collaborate,6.58
186,organize,6.58
186,present,6.58
186,track,6.58
186,build,6.58
186,datasets,6.58
186,analysis,6.58
186,visual,6.58
186,metrics,6.58
186,forecast,6.58
186,trends,6.58
187,analyze,4.78
187,report,4.78
187,dashboards,4.78
187,collaborate,4.78
187,monitor,4.78
187,present,4.78
187,interpret,4.78
187,visual,4.78
187,stakeholders,4.78
187,extract,4.78
187,transform,4.78
187,query,4.78
187,document,4.78
188,,5.0
189,analyze,5.0
189,report,5.0
189,insights,5.0
189,collaborate,5.0
189,clean,5.0
189,organize,5.0
189,present,5.0
189,findings,5.0
189,automate,5.0
189,analysis,5.0
189,document,5.0
190,trends,5.0
190,insights,5.0
190,collaborate,5.0
190,present,5.0
190,track,5.0
190,interpret,5.0
190,datasets,5.0
190,analysis,5.0
190,visual,5.0
190,extract,5.0
190,transform,5.0
190,trends,5.0
191,analyze,4.38
191,insights,4.38
191,decision-making,4.38
191,collaborate,4.38
191,interpret,4.38
191,analysis,4.38
191,visual,4.38
192,analyze,3.12
192,insights,3.12
192,decision-making,3.12
192,collaborate,3.12
192,interpret,3.12
192,analysis,3.12
192,visual,3.12
193,analyze,187.5
193,insights,187.5
193,decision-making,187.5
193,collaborate,187.5
193,interpret,187.5
193,analysis,187.5
193,visual,187.5
194,report,3.12
194,trends,3.12
194,build,3.12
194,interpret,3.12
194,analysis,3.12
194,solve,3.12
194,load,3.12
194,trends,3.12
195,analyze,
195,trends,
195,insights,
195,decision-making,
195,clean,
195,organize,
195,interpret,
195,accuracy,
195,analysis,
195,trends,
196,analyze,7.81
196,report,7.81
196,trends,7.81
196,insights,7.81
196,decision-making,7.81
196,clean,7.81
196,findings,7.81
196,track,7.81
196,KPI,7.81
196,analysis,7.81
196,solve,7.81
196,transform,7.81
196,trends,7.81
197,report,
197,dashboards,
197,KPI,
197,analysis,
197,visual,
197,query,
197,document,
198,analyze,6.25
198,report,6.25
198,trends,6.25
198,insights,6.25
198,collaborate,6.25
198,track,6.25
198,analysis,6.25
198,metrics,6.25
198,forecast,6.25
198,trends,6.25
199,report,6.25
199,build,6.25
199,accuracy,6.25
199,communicate,6.25
199,load,6.25
200,analyze,10.96
200,report,10.96
200,interpret,10.96
200,analysis,10.96
200,load,10.96
